title,name,medium,country,accessionyear,link,tag,wikidata
Vase with Women Enjoying Scholarly Pursuits,,"Porcelain painted with colored enamels over transparent glaze, and gilded (Jingdezhen ware)",,1961,https://www.metmuseum.org/art/collection/search/42409,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with Flowering Plum,,"Stoneware with reserved, carved, and painted decoration on brown glaze (Jizhou ware)",,1985,https://www.metmuseum.org/art/collection/search/42453,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116395697
Vase,,"Jadeite, translucent aquamarine clouded and flecked with snow",,1902,https://www.metmuseum.org/art/collection/search/43860,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with cover,,"Jadeite, grayish green with emerald and olive green",,1902,https://www.metmuseum.org/art/collection/search/43832,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Lekythos,Athena Painter,Terracotta,,1941,https://www.metmuseum.org/art/collection/search/254318,"[{'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}, {'term': 'Hunting', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300239666', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q36963'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with scenes of storm on land,Dihl et Guérhard,"Hard-paste porcelain decorated in polychrome enamels, gold",,2014,https://www.metmuseum.org/art/collection/search/644111,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Storms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300054734', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81054'}]",https://www.wikidata.org/wiki/Q116298746
Vase with cover,Royal Porcelain Manufactory,Hard-paste porcelain,,1972,https://www.metmuseum.org/art/collection/search/205476,"[{'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Della Robbia vase with cypress trees,Frederick Hurten Rhead,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/726730,,https://www.wikidata.org/wiki/Q116444788
"Kylix, Droop cup",,Terracotta,,1972,https://www.metmuseum.org/art/collection/search/255451,"[{'term': 'Maenads', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q209599'}, {'term': 'Satyrs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379732', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q163709'}]",
Terracotta rim fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/683770,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/703641,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/704163,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/709911,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/709912,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/713479,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/669516,,
Terracotta rim fragment of a kylix (drinking cup),Brygos Painter,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/714005,,
Terracotta fragment of a stamnos (jar),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/728767,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721586,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721280,,
Terracotta rim fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/683317,,
Vase,Arequipa Pottery,Earthenware,United States,2018,https://www.metmuseum.org/art/collection/search/19890,,https://www.wikidata.org/wiki/Q116393666
Amphora,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240133,,
Juglet,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240138,,
Amphora,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240367,,
Amphora,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240578,,
Vase with cover,,Tin-glazed and luster-painted earthenware,,1956,https://www.metmuseum.org/art/collection/search/201906,,https://www.wikidata.org/wiki/Q116399634
Vase with cover,,Tin-glazed and luster-painted earthenware,,1956,https://www.metmuseum.org/art/collection/search/201907,,https://www.wikidata.org/wiki/Q116399644
Vase,Frederick Hurten Rhead,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/716884,,https://www.wikidata.org/wiki/Q116726601
Terracotta Hadra hydria (water jar),,Terracotta,,1890,https://www.metmuseum.org/art/collection/search/245555,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",
Della Robbia vase with trees,Frederick Hurten Rhead,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/716864,,https://www.wikidata.org/wiki/Q116444664
Plum-Tree Vase,,Jadeite,,1902,https://www.metmuseum.org/art/collection/search/43760,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",
Terracotta fragment of a krater (deep bowl),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/768133,,
Terracotta fragment of a chous (jug)?,,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/740212,,
Terracotta rim fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/686755,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/671250,,
Terracotta fragment of a stemless kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721715,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/713400,,
Vase (vase chinois) (one of a pair),Sèvres Manufactory,"Hard-paste porcelain decorated in black enamel, platinum, two tones of gold; gilt metal; interior metal rod",,1971,https://www.metmuseum.org/art/collection/search/205427,"[{'term': 'Chinoiserie', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300021167', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q863679'}, {'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q116242509
Amphoriskos,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240307,,
Vase,George E. Ohr,Earthenware,United States,2018,https://www.metmuseum.org/art/collection/search/20148,,https://www.wikidata.org/wiki/Q116393862
Vase,University City Pottery,Earthenware,United States,2017,https://www.metmuseum.org/art/collection/search/19889,,https://www.wikidata.org/wiki/Q98224654
Terracotta fragment of a stamnos (jar),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/728754,,
Terracotta fragment of a column-krater (bowl for mixing wine and water),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/728967,,
Terracotta fragment of a calyx-krater (bowl for mixing wine and water),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/733144,,
Terracotta rim fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/683795,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/703661,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/713460,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721253,,
Plum-tree vase,,Agate,,2015,https://www.metmuseum.org/art/collection/search/666782,,
Vase,Adelaide Alsop Robineau,Porcelain,United States,2017,https://www.metmuseum.org/art/collection/search/19939,,https://www.wikidata.org/wiki/Q98225024
Krater,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240089,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}]",
Terracotta rim fragments of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/686754,,
Terracotta fragment of a lekythos (oil flask),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/762874,,
Terracotta fragment of a rhyton (vase for libations or drinking),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/759755,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/713573,,
Terracotta fragments of a stamnos (jar),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/728759,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721503,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721560,,
Lekythos,Class of Athens 581,Terracotta,,1941,https://www.metmuseum.org/art/collection/search/254363,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Warriors', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300261945', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1250916'}]",
Terracotta fragment of a kylix (drinking cup),Brygos Painter,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/710002,,
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/721343,,
Terracotta fragment of a bell-krater (bowl for mixing wine and water),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/733340,,
Terracotta rim fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/703611,,
Terracotta fragments of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/718950,,
Vase decorated with auspicious animals,,Soft paste porcelain painted in underglaze cobalt blue (Jingdezhen ware),,1914,https://www.metmuseum.org/art/collection/search/48648,"[{'term': 'Cranes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300254555', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q25365'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",https://www.wikidata.org/wiki/Q116240869
Terracotta fragment of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/718892,,
Terracotta fragments of a lekythos (oil flask),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/762871,,
Terracotta fragments of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/709672,,
Small vase,Chinese,Porcelain painted in underglaze blue.,,1975,https://www.metmuseum.org/art/collection/search/460675,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",https://www.wikidata.org/wiki/Q20188218
Vase,Niels Refsgaard,Stoneware,,1961,https://www.metmuseum.org/art/collection/search/489187,,
Amphora,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240598,,
Amphora,,Terracotta,,1874,https://www.metmuseum.org/art/collection/search/240597,,
Terracotta fragments of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/667649,,
Terracotta fragments of a kylix (drinking cup),,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/718735,,
Terracotta fragment of a kylix (drinking cup),Koropi Painter,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/667658,,
Vase,Olive Forbes Sherman,,United States,2020,https://www.metmuseum.org/art/collection/search/718082,,
Terracotta fragment of a kylix (drinking cup),Apollodoros,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/703812,,
Terracotta rim fragment of a kylix (drinking cup),Onesimos,Terracotta,,2011,https://www.metmuseum.org/art/collection/search/710015,,
Pair of Vases,Belvedere Manufactory,Faience (tin-glazed earthenware) with underglaze blue and enamel decoration and gilding,,2019,https://www.metmuseum.org/art/collection/search/838931,,
Vase (cuvette à fleurs Courteille),Sèvres Manufactory,"Soft-paste porcelain decorated in polychrome enamels, gold",,1954,https://www.metmuseum.org/art/collection/search/201732,"[{'term': 'Chinoiserie', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300021167', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q863679'}, {'term': 'Children', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025945', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7569'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",
